customer_care_calls,customer_rating,prior_purchases,discount_offered,weight_in_gms,warehouse_block,mode_of_shipment,product_importance,gender,delivery_status,weight_category
4,4,4,6,4175,F,ship,low,male,late,High
3,4,4,2,4052,B,flight,medium,male,late,High
3,5,3,3,5156,B,ship,low,female,late,High
3,2,2,54,1614,F,ship,low,female,on_time,Low
4,5,2,35,3695,F,ship,medium,male,on_time,High
2,5,6,3,4497,B,ship,medium,female,on_time,High
4,4,3,3,5616,A,ship,high,female,late,High
3,2,3,7,5154,F,flight,low,female,on_time,High
4,3,3,1,5843,F,ship,low,female,late,High
6,5,5,51,3569,F,ship,medium,male,on_time,Low
3,3,3,23,1281,D,ship,medium,male,on_time,Low
4,3,4,4,5685,C,ship,medium,female,late,High
3,2,2,10,4290,F,flight,medium,male,late,High
2,1,2,10,4854,F,road,medium,male,on_time,High
4,3,4,9,4375,A,ship,medium,female,late,High
6,2,5,26,1585,D,ship,low,male,on_time,Low
5,3,4,38,1407,B,ship,medium,male,on_time,Low
4,4,2,8,1386,B,ship,medium,male,on_time,Low
4,3,3,4,1991,A,ship,low,male,late,Low
3,4,8,56,3337,A,ship,low,female,on_time,Low
3,1,10,15,1107,B,ship,medium,female,on_time,Low
5,3,6,9,3715,F,ship,medium,male,on_time,High
3,1,2,26,1715,A,ship,low,male,on_time,Low
3,5,6,21,3559,F,flight,low,male,on_time,Low
3,1,2,28,3646,A,ship,medium,male,on_time,High
5,1,3,2,5013,D,road,low,female,on_time,High
4,2,3,3,1705,F,ship,low,male,on_time,Low
3,2,10,14,1375,D,ship,high,male,on_time,Low
5,4,2,8,5073,F,flight,medium,male,late,High
4,1,3,7,4883,A,flight,medium,male,late,High
4,5,3,7,4114,B,road,medium,female,late,High
3,5,6,9,4793,B,flight,high,male,late,High
4,1,8,9,5489,A,ship,medium,female,on_time,High
5,5,2,27,3957,D,ship,low,male,on_time,High
3,2,4,17,1276,C,ship,medium,female,on_time,Low
3,5,10,59,2182,D,ship,medium,male,on_time,Low
2,2,3,60,2053,F,ship,high,female,on_time,Low
3,5,3,52,1513,C,road,medium,female,on_time,Low
2,4,6,5,3986,F,road,low,male,on_time,High
7,1,4,4,1653,B,ship,medium,male,on_time,Low
7,4,4,6,1362,B,ship,medium,female,on_time,Low
4,3,10,10,5644,C,ship,high,male,late,High
5,3,5,9,1312,C,ship,low,female,on_time,Low
5,3,3,2,4671,D,ship,low,female,on_time,High
4,5,4,48,1972,A,ship,high,female,on_time,Low
3,3,2,4,5958,D,flight,medium,female,on_time,High
4,4,2,6,5221,F,ship,medium,female,late,High
6,4,5,10,1680,C,ship,medium,female,late,Low
3,1,5,62,1505,F,ship,low,male,on_time,Low
3,4,8,24,1594,C,ship,low,female,on_time,Low
4,3,3,57,1911,F,flight,medium,female,on_time,Low
5,4,4,9,5469,A,flight,low,male,late,High
5,2,2,35,2184,B,ship,low,female,on_time,Low
5,1,5,9,1932,F,ship,medium,female,on_time,Low
4,1,4,2,5082,F,flight,medium,male,late,High
2,4,3,1,5437,C,ship,low,female,on_time,High
5,2,6,6,1511,D,flight,low,female,on_time,Low
5,1,2,46,1387,F,ship,low,male,on_time,Low
6,5,4,3,1217,D,ship,low,female,on_time,Low
3,4,4,23,2048,D,ship,low,female,on_time,Low
5,2,5,10,1274,F,ship,low,female,on_time,Low
7,3,4,3,1989,A,ship,medium,male,late,Low
3,4,3,1,5543,A,ship,medium,male,late,High
5,2,2,5,5703,F,ship,low,male,late,High
4,5,2,30,1782,C,flight,low,female,on_time,Low
5,2,4,9,5922,F,road,low,female,late,High
6,2,5,3,1696,F,ship,low,male,late,Low
3,1,10,7,2991,A,ship,low,male,on_time,Low
3,5,3,4,1889,B,flight,medium,female,on_time,Low
6,5,4,8,5351,C,ship,medium,female,late,High
4,1,2,2,1752,B,ship,medium,female,late,Low
5,3,2,5,4764,F,flight,medium,female,on_time,High
3,3,4,17,3675,D,flight,medium,female,on_time,High
4,5,3,3,4741,B,road,medium,male,on_time,High
5,4,5,4,1155,C,ship,low,female,late,Low
3,2,3,10,4117,C,ship,medium,male,late,High
6,4,4,2,1051,D,flight,low,female,on_time,Low
3,2,2,1,5862,C,ship,low,male,late,High
3,4,4,9,4744,B,ship,high,female,late,High
2,4,2,3,5850,F,ship,medium,female,on_time,High
4,2,3,7,5821,A,ship,medium,male,late,High
3,2,3,22,2818,D,ship,low,male,on_time,Low
3,2,2,8,5889,D,ship,medium,male,late,High
7,1,4,4,1488,D,ship,low,male,late,Low
4,3,6,2,1046,F,ship,low,male,on_time,Low
5,4,3,4,4424,D,ship,medium,female,on_time,High
5,3,3,2,5587,D,ship,low,female,on_time,High
2,2,3,2,4153,F,ship,medium,female,late,High
4,4,3,33,3678,B,flight,low,female,on_time,High
4,4,3,6,5778,A,road,medium,female,on_time,High
3,2,3,4,5531,B,ship,medium,male,late,High
6,3,5,7,1767,C,ship,low,female,on_time,Low
7,2,4,6,1632,F,ship,low,male,late,Low
4,2,3,5,5950,F,road,medium,female,late,High
4,4,3,20,1523,D,ship,low,male,on_time,Low
3,5,3,4,5561,C,road,low,male,on_time,High
4,5,6,8,4146,B,ship,medium,male,late,High
3,5,2,12,3730,C,ship,medium,female,on_time,High
4,2,2,7,5026,C,ship,low,male,late,High
5,3,3,6,4037,B,ship,medium,female,on_time,High
5,5,5,8,1123,B,ship,low,female,on_time,Low
6,5,4,8,1465,A,ship,low,male,late,Low
5,4,3,9,5841,F,road,high,male,on_time,High
3,2,5,9,5744,F,road,medium,male,on_time,High
5,3,3,45,2628,B,ship,high,male,on_time,Low
4,1,4,10,4632,F,ship,medium,female,late,High
3,4,2,9,5235,F,ship,medium,male,on_time,High
4,4,3,9,5016,C,road,low,female,late,High
5,1,3,2,5141,B,ship,high,male,on_time,High
3,1,2,9,5987,F,ship,medium,male,on_time,High
4,5,2,10,4552,D,ship,medium,male,late,High
6,1,5,2,5364,F,ship,high,male,late,High
3,2,6,1,5855,D,ship,medium,male,late,High
4,5,3,6,5473,C,road,high,female,on_time,High
4,4,6,8,1175,F,ship,medium,female,late,Low
6,1,3,10,4858,B,ship,low,female,late,High
4,1,2,48,2804,F,flight,low,female,on_time,Low
5,2,3,2,5132,F,ship,low,male,on_time,High
5,5,6,5,1616,D,ship,medium,male,late,Low
5,5,4,8,1311,C,ship,low,male,late,Low
5,2,3,5,5756,F,ship,low,female,on_time,High
3,3,3,3,5746,A,ship,low,female,on_time,High
4,5,2,2,4721,F,ship,low,male,on_time,High
2,5,3,5,2947,C,road,low,female,on_time,Low
2,1,2,44,1213,C,ship,low,female,on_time,Low
3,4,4,5,4429,C,road,medium,male,late,High
3,4,4,1,5341,F,road,low,male,late,High
3,1,2,8,5378,A,ship,medium,male,on_time,High
2,5,5,10,4623,D,ship,medium,female,on_time,High
4,4,3,6,4335,D,ship,medium,male,on_time,High
3,1,4,4,4057,A,ship,medium,male,late,High
2,3,3,39,1477,D,ship,medium,female,on_time,Low
5,5,3,3,4071,B,ship,medium,female,on_time,High
3,1,4,9,4571,C,road,medium,male,late,High
4,4,6,4,1869,F,ship,medium,male,late,Low
2,5,4,9,4086,D,ship,medium,male,late,High
5,5,3,1,4274,C,ship,low,male,late,High
4,5,3,3,5939,A,road,medium,male,on_time,High
3,5,10,8,4909,A,flight,medium,male,on_time,High
3,3,2,30,1547,A,ship,medium,female,on_time,Low
4,2,3,7,5614,B,ship,low,male,late,High
3,3,8,8,4774,C,road,medium,male,on_time,High
4,1,5,50,1413,C,ship,low,male,on_time,Low
4,1,2,28,1528,B,ship,low,male,on_time,Low
4,1,3,6,5818,A,ship,low,male,late,High
4,1,7,6,4956,D,ship,medium,female,late,High
5,2,6,6,1620,B,road,medium,female,late,Low
5,2,5,9,1897,B,road,low,female,late,Low
2,2,3,4,4819,D,flight,low,female,on_time,High
4,2,2,52,1012,F,ship,medium,male,on_time,Low
2,2,2,8,5827,F,ship,low,female,late,High
4,4,2,7,4916,F,ship,low,female,late,High
2,1,3,25,1124,F,ship,medium,male,on_time,Low
6,1,5,9,5113,C,ship,low,female,late,High
4,1,3,8,1136,C,ship,medium,female,late,Low
4,1,3,43,2849,C,ship,low,male,on_time,Low
5,1,5,4,1259,D,ship,low,male,on_time,Low
3,1,3,6,1269,A,flight,high,female,on_time,Low
6,4,5,7,5668,F,ship,low,female,on_time,High
3,3,4,17,1137,C,ship,high,male,on_time,Low
5,2,2,7,5836,F,ship,low,male,late,High
5,2,5,10,1276,F,flight,low,male,late,Low
4,4,4,3,5613,A,flight,low,male,late,High
3,5,5,56,1113,F,ship,low,male,on_time,Low
3,1,2,39,1532,F,flight,low,female,on_time,Low
4,2,4,4,5418,B,ship,medium,male,on_time,High
4,5,3,1,4585,F,ship,low,female,on_time,High
4,3,7,1,4216,F,road,high,female,on_time,High
4,1,2,4,4102,F,road,low,male,late,High
5,1,4,4,5687,C,flight,medium,female,on_time,High
4,3,2,9,4210,F,ship,low,male,late,High
3,4,2,6,5852,F,road,low,male,on_time,High
6,3,2,1,4182,C,ship,medium,female,on_time,High
6,1,4,1,1654,D,ship,low,female,on_time,Low
3,5,3,1,5303,C,ship,low,male,on_time,High
4,5,4,12,1038,F,flight,medium,female,on_time,Low
4,2,3,1,4927,C,road,medium,male,late,High
5,5,4,10,4933,B,ship,medium,female,on_time,High
4,1,5,22,3075,F,ship,medium,male,on_time,Low
4,5,2,6,5954,D,ship,medium,female,late,High
4,2,2,10,3128,B,ship,medium,male,on_time,Low
4,1,2,4,5851,A,ship,low,female,on_time,High
6,4,6,7,4265,B,ship,low,female,late,High
5,2,5,3,1079,B,ship,medium,male,late,Low
4,3,2,9,4967,B,ship,medium,male,on_time,High
5,2,3,15,1314,C,flight,low,male,on_time,Low
6,4,4,1,1656,C,road,low,female,late,Low
4,5,2,44,3218,C,ship,low,male,on_time,Low
4,2,2,4,4502,B,flight,low,female,on_time,High
5,1,5,1,1200,A,ship,medium,male,late,Low
5,5,3,45,2018,C,ship,low,female,on_time,Low
4,2,4,15,3632,A,ship,low,male,on_time,Low
4,2,7,56,3925,B,ship,medium,male,on_time,High
5,1,5,6,1793,A,ship,low,female,late,Low
3,4,2,7,4744,F,ship,medium,male,late,High
4,2,2,7,5325,F,ship,low,male,on_time,High
5,4,6,8,5440,C,ship,medium,male,on_time,High
3,3,2,55,1847,D,ship,medium,male,on_time,Low
3,5,2,3,5615,F,flight,low,female,late,High
4,5,3,16,2693,C,ship,low,female,on_time,Low
4,2,2,3,4000,F,ship,low,male,late,High
5,5,3,3,4015,F,ship,medium,male,on_time,High
2,2,2,3,4500,D,ship,medium,female,on_time,High
3,4,2,19,2373,A,ship,medium,male,on_time,Low
2,3,2,2,4611,B,ship,medium,male,late,High
4,2,5,8,1559,D,ship,medium,female,on_time,Low
5,3,2,2,1682,A,ship,low,male,on_time,Low
3,3,3,5,5328,B,ship,low,male,late,High
3,1,3,6,5535,A,ship,high,female,late,High
2,1,4,63,2156,F,flight,medium,female,on_time,Low
5,5,3,20,1267,F,ship,medium,female,on_time,Low
3,2,2,39,3845,F,ship,medium,female,on_time,High
5,1,3,47,1954,F,ship,low,male,on_time,Low
5,3,3,5,4560,D,ship,low,male,on_time,High
2,5,3,3,4320,C,ship,medium,female,on_time,High
5,2,2,8,5396,F,ship,medium,female,late,High
4,4,7,7,4408,B,ship,medium,male,late,High
4,4,2,8,4093,C,road,high,male,on_time,High
5,5,3,3,5835,F,ship,high,female,on_time,High
4,4,3,2,4094,F,road,low,female,on_time,High
6,4,4,3,1544,D,flight,low,female,on_time,Low
6,3,5,10,1897,B,ship,medium,male,late,Low
4,1,2,45,3021,D,flight,medium,male,on_time,Low
4,5,2,49,1532,B,flight,low,female,on_time,Low
4,1,2,1,5717,F,ship,medium,female,late,High
4,1,10,2,4505,C,ship,medium,female,on_time,High
4,4,3,10,5805,F,road,low,female,late,High
3,2,5,3,1336,B,flight,low,male,on_time,Low
4,2,6,5,4139,D,ship,high,male,on_time,High
5,4,5,47,2240,F,ship,low,male,on_time,Low
3,4,4,10,4235,C,ship,medium,male,late,High
3,3,2,60,2581,A,ship,low,female,on_time,Low
2,3,4,3,1203,F,ship,low,male,on_time,Low
3,3,4,2,5557,F,ship,low,female,late,High
3,3,3,7,4977,D,flight,medium,male,on_time,High
4,2,2,8,5871,C,ship,low,male,on_time,High
3,1,4,10,5226,C,ship,low,male,on_time,High
3,2,2,2,4635,B,ship,medium,female,late,High
5,5,5,6,4506,F,ship,low,female,late,High
3,2,4,2,1701,D,ship,medium,male,on_time,Low
5,4,6,6,1483,C,ship,medium,male,on_time,Low
4,1,2,7,4690,B,ship,medium,female,on_time,High
3,5,3,6,4703,A,flight,low,male,late,High
4,3,2,33,1980,F,ship,medium,female,on_time,Low
4,4,2,35,2336,F,ship,low,male,on_time,Low
3,3,2,6,5015,D,road,low,male,late,High
3,1,3,47,1611,F,ship,low,male,on_time,Low
5,3,2,44,3382,F,ship,medium,male,on_time,Low
2,3,4,5,5725,F,ship,low,male,late,High
4,1,5,10,1762,C,flight,low,female,on_time,Low
4,3,4,3,5233,F,road,low,male,late,High
3,4,3,10,4880,B,ship,high,female,late,High
4,4,3,5,4440,D,flight,medium,male,late,High
5,5,5,7,1958,F,ship,low,male,on_time,Low
5,2,2,4,4992,C,ship,medium,female,on_time,High
5,3,6,6,4349,B,ship,low,male,late,High
3,4,3,7,5089,C,ship,low,male,late,High
5,1,5,2,5766,F,ship,medium,male,late,High
5,4,2,5,4424,D,road,low,male,on_time,High
5,3,3,3,4526,F,ship,medium,male,late,High
3,3,2,5,5399,F,ship,medium,female,late,High
3,4,3,10,5276,F,flight,low,male,on_time,High
4,3,4,16,2362,A,ship,low,male,on_time,Low
3,4,5,1,4102,F,ship,medium,female,late,High
5,4,2,34,2713,D,ship,medium,male,on_time,Low
4,3,2,25,1816,C,road,low,male,on_time,Low
4,4,3,11,2255,F,ship,low,female,on_time,Low
4,5,3,40,3200,A,road,low,female,on_time,Low
4,1,2,22,1714,F,flight,medium,male,on_time,Low
4,2,3,30,1805,B,ship,low,female,on_time,Low
3,4,3,44,1218,F,ship,medium,male,on_time,Low
5,2,2,9,4483,C,ship,medium,male,late,High
4,5,2,8,5871,F,ship,low,male,late,High
4,1,3,9,4917,A,ship,high,male,late,High
4,3,2,4,5942,C,flight,medium,female,on_time,High
3,4,3,3,5366,A,flight,low,female,on_time,High
3,2,5,52,1991,A,ship,low,female,on_time,Low
3,2,2,3,4722,F,ship,low,male,on_time,High
3,2,2,7,4938,A,road,high,female,late,High
5,2,5,22,1818,F,ship,medium,female,on_time,Low
3,5,3,49,3477,B,road,low,female,on_time,Low
3,2,4,3,4172,B,ship,low,female,on_time,High
2,4,3,12,3090,D,road,low,female,on_time,Low
6,5,3,31,1037,B,flight,high,male,on_time,Low
7,4,4,6,1873,C,ship,medium,female,late,Low
5,4,5,7,1545,D,road,medium,male,late,Low
5,1,5,8,1732,B,flight,medium,male,late,Low
4,1,5,1,4170,F,ship,medium,female,on_time,High
4,2,2,9,3383,F,flight,low,female,on_time,Low
3,2,2,8,5608,B,ship,low,male,late,High
4,4,3,9,5515,F,ship,high,male,late,High
5,2,6,4,1952,F,road,medium,male,on_time,Low
4,3,3,15,3155,F,road,low,female,on_time,Low
3,5,3,4,4828,C,road,low,male,on_time,High
4,3,3,3,2742,A,road,low,male,on_time,Low
6,2,4,9,1377,B,road,low,female,late,Low
3,5,2,8,4567,B,flight,low,male,late,High
3,4,3,10,5749,A,road,low,male,on_time,High
4,5,2,7,4390,A,road,low,male,on_time,High
4,3,3,35,2715,B,ship,low,male,on_time,Low
3,2,2,3,4666,F,road,medium,female,late,High
5,5,5,7,1967,B,ship,low,male,late,Low
3,5,3,2,4219,A,ship,high,female,late,High
3,5,3,7,5787,F,ship,medium,female,late,High
4,3,3,40,1233,F,ship,low,female,on_time,Low
2,5,3,3,4169,F,ship,low,female,late,High
6,3,7,8,5646,F,ship,high,female,on_time,High
3,2,3,9,4163,F,ship,medium,female,late,High
4,5,2,18,2969,F,ship,medium,female,on_time,Low
4,3,2,3,4679,F,ship,medium,female,on_time,High
5,3,3,5,1772,B,ship,low,female,on_time,Low
3,1,3,4,5132,B,ship,medium,female,late,High
5,4,2,7,5292,F,ship,medium,male,late,High
3,5,3,62,2971,C,road,low,female,on_time,Low
5,1,3,7,5789,D,ship,low,male,on_time,High
5,2,2,9,5045,F,ship,low,male,late,High
3,2,3,18,2715,D,flight,medium,male,on_time,Low
3,3,2,5,5661,D,ship,medium,female,late,High
7,4,4,10,1886,C,ship,low,female,on_time,Low
3,3,4,2,5715,C,ship,low,female,on_time,High
3,4,3,25,1048,B,ship,low,female,on_time,Low
4,5,3,1,4004,B,flight,high,female,late,High
5,1,2,10,4240,B,road,low,female,late,High
4,4,3,1,5283,D,ship,medium,male,on_time,High
5,2,3,8,4133,D,ship,low,female,on_time,High
7,5,5,8,1091,D,ship,low,male,on_time,Low
4,2,4,40,1102,B,flight,low,male,on_time,Low
3,4,2,8,5629,D,ship,low,female,on_time,High
3,3,3,4,5805,C,ship,low,male,late,High
4,4,2,8,5645,F,flight,medium,male,on_time,High
3,3,2,7,4501,C,ship,low,female,late,High
6,2,4,9,1339,A,flight,medium,female,late,Low
4,1,4,9,5853,F,ship,low,male,on_time,High
3,5,3,4,3189,B,ship,medium,male,on_time,Low
3,1,3,5,5213,D,ship,low,female,on_time,High
5,2,4,8,4539,F,ship,low,male,on_time,High
5,3,3,8,5016,F,flight,high,male,late,High
4,3,3,9,4908,F,ship,medium,female,late,High
4,1,4,57,3332,C,ship,medium,male,on_time,Low
4,5,3,6,5266,F,ship,medium,female,on_time,High
4,3,3,5,4031,D,ship,medium,female,late,High
4,3,3,4,5913,B,ship,low,male,on_time,High
4,4,5,9,1622,F,flight,low,male,on_time,Low
5,1,5,9,1329,F,ship,low,male,late,Low
3,2,4,18,3696,C,flight,low,female,on_time,High
4,4,5,1,1539,D,ship,medium,male,on_time,Low
4,1,6,4,1489,F,ship,low,male,late,Low
4,5,3,3,5193,F,ship,medium,female,late,High
4,5,4,1,4458,D,ship,medium,female,on_time,High
6,5,4,4,1887,C,ship,medium,male,on_time,Low
3,4,2,37,1780,F,ship,low,female,on_time,Low
5,3,4,2,2222,A,ship,low,female,on_time,Low
3,1,3,11,3800,C,flight,medium,female,on_time,High
6,1,4,6,1576,A,road,medium,male,late,Low
3,2,4,7,5943,D,flight,medium,female,on_time,High
3,4,2,10,4920,B,ship,low,female,late,High
4,4,4,9,5186,D,road,medium,male,late,High
3,1,3,4,4619,F,ship,medium,male,on_time,High
3,3,4,9,4214,D,ship,medium,male,late,High
4,1,5,1,1235,A,ship,low,female,late,Low
3,4,7,51,2391,D,ship,medium,female,on_time,Low
6,5,4,4,4032,C,ship,medium,female,late,High
4,3,3,4,4150,B,ship,low,male,on_time,High
5,5,2,22,1695,B,ship,medium,female,on_time,Low
6,1,4,4,1504,C,road,medium,male,on_time,Low
5,3,4,9,4098,C,ship,low,female,late,High
2,5,3,13,1101,D,ship,medium,female,on_time,Low
6,5,4,10,1005,C,ship,low,female,late,Low
3,1,2,54,1528,A,ship,low,female,on_time,Low
4,3,3,25,3851,D,ship,low,female,on_time,High
4,2,5,52,1977,C,ship,low,female,on_time,Low
5,4,6,7,4058,D,ship,medium,female,on_time,High
5,2,3,9,5795,C,ship,low,female,late,High
4,4,3,4,5716,D,flight,low,male,on_time,High
5,2,5,10,1113,A,ship,medium,female,on_time,Low
6,4,4,5,4126,A,ship,medium,male,on_time,High
6,1,4,1,1581,F,ship,medium,female,late,Low
5,4,3,3,4015,B,ship,medium,female,late,High
2,4,3,42,1415,B,ship,low,female,on_time,Low
3,3,10,3,5555,F,flight,low,male,late,High
2,2,7,9,4947,F,flight,high,male,on_time,High
4,2,3,4,4800,F,ship,low,male,late,High
4,3,3,5,5398,F,flight,low,female,on_time,High
2,4,3,27,1628,F,road,medium,female,on_time,Low
4,3,6,6,5560,D,ship,low,male,on_time,High
5,1,5,2,1798,B,flight,medium,female,late,Low
3,3,3,59,1959,D,ship,medium,male,on_time,Low
3,5,3,19,2703,B,ship,low,female,on_time,Low
4,1,3,8,5668,B,road,medium,female,on_time,High
6,4,4,9,1180,B,road,medium,male,late,Low
4,2,3,59,1858,F,flight,medium,female,on_time,Low
6,5,4,4,1822,D,ship,low,female,on_time,Low
5,2,4,43,2336,A,flight,medium,male,on_time,Low
4,4,4,8,5882,F,ship,low,female,late,High
5,1,2,4,5736,A,ship,low,male,on_time,High
4,5,3,10,4331,C,flight,low,male,late,High
5,1,6,9,4839,A,ship,medium,male,on_time,High
3,4,2,43,1542,B,ship,medium,female,on_time,Low
5,5,2,2,5655,D,ship,low,female,late,High
3,5,2,28,3936,B,road,low,female,on_time,High
4,2,2,39,2520,C,flight,low,female,on_time,Low
4,3,3,10,4541,A,flight,medium,male,on_time,High
3,3,4,9,4529,A,ship,low,female,on_time,High
4,1,5,9,4472,F,ship,low,female,late,High
2,4,3,6,4226,F,ship,medium,female,on_time,High
5,2,5,9,5237,C,flight,low,male,late,High
3,1,2,9,4868,C,ship,medium,male,on_time,High
3,4,10,23,1875,D,ship,high,female,on_time,Low
3,2,3,55,3952,D,ship,low,male,on_time,High
4,3,3,1,4590,B,ship,medium,male,late,High
6,1,5,3,5299,B,road,medium,male,on_time,High
4,4,3,14,2522,F,ship,medium,female,on_time,Low
6,2,2,3,5853,B,ship,low,male,late,High
2,4,2,5,5867,B,ship,medium,male,late,High
4,5,4,6,5078,D,ship,low,male,late,High
4,5,6,3,5008,D,ship,low,male,late,High
3,2,2,7,5961,A,ship,high,male,late,High
4,2,10,7,5820,B,ship,high,male,late,High
5,1,5,6,1631,A,ship,medium,female,on_time,Low
3,3,8,7,5822,F,ship,medium,female,late,High
5,2,4,8,4418,D,flight,low,female,on_time,High
4,4,3,10,5705,F,ship,low,female,on_time,High
3,1,2,8,4335,F,flight,low,male,on_time,High
3,4,4,9,4733,F,ship,medium,male,on_time,High
2,1,3,9,4774,D,ship,low,female,late,High
3,4,3,9,5470,D,ship,high,female,late,High
5,5,8,49,3282,F,road,low,female,on_time,Low
6,3,4,7,1208,F,ship,high,female,late,Low
5,3,4,2,4060,D,ship,medium,male,late,High
6,3,4,2,1158,A,flight,low,male,on_time,Low
3,1,3,4,5179,D,ship,low,female,late,High
5,4,3,9,3332,B,ship,low,male,on_time,Low
4,2,2,1,5229,F,flight,low,male,late,High
5,1,5,3,1066,D,ship,low,male,on_time,Low
2,4,2,4,4803,A,ship,low,female,on_time,High
2,3,4,10,4798,A,ship,medium,female,on_time,High
4,2,3,12,1750,F,ship,medium,female,on_time,Low
3,5,3,3,5658,F,ship,low,male,late,High
4,1,2,34,3966,A,flight,low,male,on_time,High
5,2,2,6,4741,D,ship,medium,male,late,High
2,1,3,29,1806,F,flight,low,female,on_time,Low
5,1,3,32,3832,B,road,low,male,on_time,High
4,3,3,4,5259,A,ship,medium,male,late,High
3,2,6,9,5263,F,flight,low,female,on_time,High
3,4,6,9,4668,F,ship,low,female,on_time,High
4,3,2,58,3665,C,ship,low,female,on_time,High
3,3,6,10,1686,C,ship,low,female,on_time,Low
5,2,4,10,5373,C,ship,low,male,on_time,High
3,3,3,8,5910,D,ship,high,male,late,High
3,3,3,7,5794,A,road,high,male,on_time,High
4,3,2,5,4286,A,ship,medium,male,late,High
5,2,5,2,1232,B,ship,low,male,on_time,Low
4,1,3,63,1573,F,road,medium,female,on_time,Low
3,4,3,11,3072,D,ship,high,male,on_time,Low
4,4,4,44,1692,C,ship,medium,female,on_time,Low
3,4,3,31,1540,B,ship,medium,female,on_time,Low
3,2,3,42,1465,F,road,low,female,on_time,Low
6,2,3,8,5872,A,ship,low,male,late,High
4,1,3,59,2563,D,road,high,male,on_time,Low
3,5,4,28,3903,F,ship,low,male,on_time,High
3,4,10,6,5856,D,flight,low,female,late,High
4,4,3,9,4305,F,ship,low,male,on_time,High
3,5,3,10,5775,C,ship,medium,male,late,High
3,1,2,44,1556,F,ship,low,male,on_time,Low
6,2,5,2,1494,A,flight,low,male,late,Low
4,3,6,6,5068,B,flight,low,female,late,High
4,1,5,3,1777,C,ship,low,male,late,Low
3,2,2,5,5021,D,ship,low,female,late,High
5,5,3,2,5800,B,road,low,female,late,High
4,3,3,7,4220,C,ship,low,female,on_time,High
3,3,3,8,5366,F,ship,low,male,on_time,High
4,1,3,2,4188,D,road,medium,male,late,High
3,5,4,10,5066,C,ship,medium,male,late,High
4,3,3,40,1584,B,ship,medium,male,on_time,Low
6,3,4,3,1661,B,ship,medium,male,late,Low
3,4,3,5,5306,F,road,medium,male,late,High
3,5,2,8,4754,F,ship,low,male,on_time,High
4,5,4,10,5176,A,road,high,female,on_time,High
4,3,3,35,2567,B,road,medium,male,on_time,Low
4,5,2,4,2725,D,ship,low,male,on_time,Low
3,5,3,33,1500,F,ship,medium,male,on_time,Low
6,4,4,10,1974,D,road,low,female,on_time,Low
3,4,2,8,4086,D,road,low,male,late,High
3,5,3,7,4929,D,road,medium,female,late,High
5,3,3,3,4077,D,ship,low,male,on_time,High
4,1,3,10,5381,B,ship,low,female,late,High
7,2,5,7,1260,F,ship,low,female,on_time,Low
2,3,2,3,5052,D,road,medium,female,on_time,High
2,5,3,16,1092,C,ship,low,male,on_time,Low
4,2,4,4,5137,C,road,low,female,on_time,High
7,1,4,4,1118,B,ship,medium,male,on_time,Low
5,2,5,3,1711,D,ship,medium,male,on_time,Low
3,5,4,4,5640,F,ship,medium,female,late,High
5,3,5,10,1660,F,road,medium,female,late,Low
4,1,4,1,5621,B,ship,low,female,late,High
5,3,5,4,1990,A,ship,low,male,late,Low
5,5,3,8,5906,F,road,medium,male,on_time,High
5,2,2,4,4447,A,flight,medium,male,on_time,High
